ID,Estado de la desaparición,Clasificación de la desaparición,Fecha de la desaparición,Edad al momento de la desaparición,Sexo del desaparecido,País de nacimiento del desaparecido,Ancestro racial del desaparecido,Estado civil del desaparecido,Escolaridad del desaparecido,Pertenencia grupal del desaparecido,País donde ocurre la desaparición,Municipio donde ocurre la desaparición DANE,Departamento donde ocurre la desaparición DANE
"233,042",Aparecio Vivo,Sin Información,21/03/2023,25,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Medellín,Antioquia
"233,043",Desaparecido,Sin Información,28/02/2023,52,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Sin información,Colombia,Manizales,Caldas
"233,044",Desaparecido,Sin Información,21/03/2023,12,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,045",Desaparecido,Sin Información,21/03/2023,13,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,047",Aparecio Vivo,Sin Información,25/02/2023,15,Mujer,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Paipa,Boyacá
"233,048",Desaparecido,Sin Información,28/02/2023,21,Mujer,Perú,Sin Información,Soltero (a),Sin información,Sin información,Perú,Desaparecidos en el extranjero,Desaparecidos en el extranjero
"233,049",Desaparecido,Desaparición Presuntamente Forzada,20/01/2023,63,Mujer,Colombia,Mestizo,Viudo (a),Educación media o secundaria alta,Ninguno,Colombia,Cartago,Valle Del Cauca
"233,050",Aparecio Muerto,Desaparición Presuntamente Forzada,19/03/2023,41,Hombre,Colombia,Mulato,Sin Información,Sin información,Ninguno,Colombia,Andalucía,Valle Del Cauca
"233,052",Aparecio Vivo,Sin Información,19/03/2023,25,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Múltiples factores,Colombia,Bogotá D.C.,Bogotá D.C
"233,055",Desaparecido,Sin Información,21/03/2023,11,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Neira,Caldas
"233,056",Aparecio Vivo,Sin Información,23/03/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"233,057",Desaparecido,Sin Información,22/03/2023,26,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"233,058",Desaparecido,Sin Información,23/03/2023,46,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,059",Desaparecido,Sin Información,19/03/2023,16,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Barranquilla,Atlántico
"233,060",Aparecio Vivo,Sin Información,16/03/2023,12,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Comunidad LGBT,Colombia,Bogotá D.C.,Bogotá D.C
"233,061",Aparecio Vivo,Sin Información,22/03/2023,12,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,062",Desaparecido,Sin Información,26/02/2023,76,Hombre,Colombia,Mestizo,Unión Libre,Sin escolaridad,Ninguno,Colombia,Soacha,Cundinamarca
"233,063",Desaparecido,Desaparición Presuntamente Forzada,15/02/2023,18,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Barranquilla,Atlántico
"233,064",Desaparecido,Sin Información,07/03/2023,22,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,066",Desaparecido,Sin Información,23/03/2023,67,Hombre,Colombia,Mestizo,Casado (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Medellín,Antioquia
"233,067",Desaparecido,Sin Información,20/03/2023,72,Mujer,Colombia,Mestizo,Unión Libre,Sin información,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,068",Aparecio Vivo,Sin Información,18/03/2023,38,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Mosquera,Cundinamarca
"233,069",Desaparecido,Sin Información,18/03/2023,12,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,070",Desaparecido,Sin Información,23/03/2023,86,Hombre,Colombia,Mestizo,Viudo (a),Educación básica primaria,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C
"233,071",Aparecio Muerto,Sin Información,20/03/2023,38,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Pasca,Cundinamarca
"233,072",Desaparecido,Sin Información,21/03/2023,17,Mujer,Venezuela,Sin Información,Sin Información,Sin información,Sin información,Colombia,Chía,Cundinamarca
"233,074",Desaparecido,Sin Información,05/03/2023,69,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,075",Aparecio Vivo,Sin Información,22/03/2023,33,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Espinal,Tolima
"233,076",Aparecio Vivo,Sin Información,22/03/2023,2,Mujer,Colombia,Sin Información,No Aplica,Sin información,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Espinal,Tolima
"233,078",Desaparecido,Sin Información,20/02/2023,21,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,079",Desaparecido,Sin Información,23/03/2023,35,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,080",Desaparecido,Sin Información,23/03/2023,22,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,081",Desaparecido,Sin Información,19/03/2023,26,Mujer,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,082",Desaparecido,Sin Información,21/03/2023,39,Hombre,Colombia,Mestizo,Unión Libre,Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"233,083",Desaparecido,Sin Información,24/03/2023,24,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,084",Desaparecido,Sin Información,22/03/2023,12,Mujer,Sin información,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"233,085",Desaparecido,Sin Información,25/03/2023,23,Hombre,Sin información,Blanco,Soltero (a),Educación básica primaria,Otro,Colombia,Cali,Valle Del Cauca
"233,086",Desaparecido,Sin Información,22/03/2023,23,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"233,087",Desaparecido,Sin Información,22/02/2023,31,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,088",Desaparecido,Sin Información,24/03/2023,15,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"233,089",Desaparecido,Sin Información,23/03/2023,52,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"233,090",Desaparecido,Sin Información,18/03/2023,32,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,091",Aparecio Vivo,Sin Información,25/03/2023,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,093",Desaparecido,Sin Información,25/03/2023,85,Hombre,Colombia,Blanco,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"233,094",Desaparecido,Sin Información,24/03/2023,13,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Medellín,Antioquia
"233,095",Desaparecido,Sin Información,21/03/2023,31,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"233,096",Desaparecido,Sin Información,22/03/2023,46,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"233,098",Desaparecido,Sin Información,24/03/2023,18,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,099",Desaparecido,Sin Información,19/03/2023,78,Hombre,Sin información,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Caicedonia,Valle Del Cauca
"233,100",Desaparecido,Desaparición Presuntamente Forzada,18/03/2023,15,Hombre,Sin información,Sin Información,Sin Información,Sin información,Sin información,Colombia,Ginebra,Valle Del Cauca
"233,101",Desaparecido,Desaparición Presuntamente Forzada,18/03/2023,15,Mujer,Colombia,Blanco,Soltero (a),Sin información,Ninguno,Colombia,Ginebra,Valle Del Cauca
"233,102",Desaparecido,Sin Información,16/03/2023,21,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Zipaquirá,Cundinamarca
"233,105",Desaparecido,Sin Información,22/03/2023,16,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pereira,Risaralda
"233,108",Aparecio Vivo,Sin Información,23/03/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,110",Aparecio Muerto,Sin Información,25/03/2023,44,Hombre,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,111",Desaparecido,Sin Información,24/02/2023,3,Hombre,Colombia,Sin Información,No Aplica,Sin escolaridad,Sin información,Colombia,Medellín,Antioquia
"233,113",Desaparecido,Sin Información,23/03/2023,33,Hombre,Colombia,Sin Información,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Cúcuta,Norte De Santander
"233,114",Desaparecido,Sin Información,23/03/2023,48,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Chalán,Sucre
"233,115",Aparecio Vivo,Sin Información,15/03/2023,37,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"233,116",Aparecio Vivo,Sin Información,22/02/2023,14,Hombre,Sin información,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Tunja,Boyacá
"233,117",Desaparecido,Sin Información,23/03/2023,30,Hombre,Colombia,Negro,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,118",Desaparecido,Sin Información,23/03/2023,23,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,120",Desaparecido,Sin Información,25/03/2023,21,Hombre,Venezuela,Amarilla,Soltero (a),Educación básica primaria,Sin información,Colombia,Girardot,Cundinamarca
"233,121",Desaparecido,Sin Información,28/02/2023,20,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Santa Marta,Magdalena
"233,123",Desaparecido,Sin Información,18/03/2023,24,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,124",Aparecio Vivo,Sin Información,24/03/2023,69,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"233,125",Desaparecido,Sin Información,01/03/2023,60,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Soacha,Cundinamarca
"233,127",Aparecio Vivo,Sin Información,25/03/2023,15,Hombre,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Cúcuta,Norte De Santander
"233,128",Desaparecido,Sin Información,23/03/2023,28,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Dosquebradas,Risaralda
"233,129",Desaparecido,Sin Información,23/03/2023,76,Hombre,Colombia,Mestizo,Soltero (a),Sin escolaridad,Ninguno,Colombia,Pereira,Risaralda
"233,130",Aparecio Vivo,Sin Información,23/03/2023,25,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"233,133",Desaparecido,Sin Información,27/02/2023,39,Hombre,Colombia,Mestizo,Casado (a),Sin información,Ninguno,Colombia,Chinchiná,Caldas
"233,135",Desaparecido,Sin Información,12/03/2023,24,Hombre,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"233,136",Aparecio Muerto,Sin Información,27/03/2023,50,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,137",Desaparecido,Sin Información,02/03/2023,11,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Santa Marta,Magdalena
"233,138",Desaparecido,Sin Información,17/03/2023,26,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Herido y/o enfermo bajo protección sanitaria o médica,Colombia,Bogotá D.C.,Bogotá D.C
"233,139",Desaparecido,Sin Información,17/03/2023,25,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Ipiales,Nariño
"233,142",Desaparecido,Sin Información,20/03/2023,43,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,143",Desaparecido,Sin Información,24/03/2023,15,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima
"233,145",Desaparecido,Sin Información,25/03/2023,57,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Villa Del Rosario,Norte De Santander
"233,146",Desaparecido,Sin Información,27/03/2023,12,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,147",Aparecio Muerto,Desaparición Presuntamente Forzada,22/03/2023,39,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Barranquilla,Atlántico
"233,148",Aparecio Vivo,Sin Información,27/03/2023,16,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,150",Desaparecido,Sin Información,12/03/2023,22,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Manizales,Caldas
"233,151",Aparecio Vivo,Sin Información,24/03/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,154",Desaparecido,Sin Información,25/03/2023,28,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Sabaneta,Antioquia
"233,155",Desaparecido,Sin Información,27/03/2023,37,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,157",Desaparecido,Sin Información,08/02/2023,31,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Chinchiná,Caldas
"233,161",Desaparecido,Sin Información,04/02/2023,14,Hombre,Sin información,Mestizo,Soltero (a),Sin información,Ninguno,Colombia,Rionegro,Antioquia
"233,162",Aparecio Muerto,Sin Información,26/03/2023,28,Hombre,Colombia,Mestizo,Sin Información,Sin información,Múltiples factores,Colombia,Bogotá D.C.,Bogotá D.C
"233,166",Aparecio Vivo,Sin Información,07/01/2023,31,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"233,167",Desaparecido,Sin Información,22/02/2023,89,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Chiquinquirá,Boyacá
"233,170",Desaparecido,Sin Información,01/02/2023,15,Mujer,Sin información,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Puerto Boyacá,Boyacá
"233,171",Aparecio Vivo,Sin Información,28/03/2023,13,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"233,172",Aparecio Muerto,Sin Información,26/03/2023,17,Hombre,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Girardot,Cundinamarca
"233,174",Desaparecido,Sin Información,02/03/2023,51,Hombre,Colombia,Sin Información,"Separado(a),Divorciado(a)",Educación básica secundaria o secundaria baja,Sin información,Colombia,Medellín,Antioquia
"233,176",Desaparecido,Sin Información,25/03/2023,36,Hombre,Colombia,Mulato,Sin Información,Sin escolaridad,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca
"233,177",Aparecio Muerto,Sin Información,25/03/2023,28,Hombre,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Sin información,Colombia,Caldas,Antioquia
"233,178",Desaparecido,Sin Información,25/03/2023,27,Hombre,Colombia,Mestizo,Soltero (a),Sin escolaridad,Discapacitados (as),Colombia,Soacha,Cundinamarca
"233,179",Desaparecido,Sin Información,28/03/2023,36,Hombre,Colombia,Negro,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,181",Desaparecido,Sin Información,24/03/2023,14,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Cali,Valle Del Cauca
"233,182",Desaparecido,Sin Información,27/03/2023,23,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,183",Desaparecido,Sin Información,13/03/2023,53,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Puerto Colombia,Atlántico
"233,184",Aparecio Vivo,Sin Información,28/03/2023,54,Hombre,Colombia,Mestizo,Sin Información,Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,185",Desaparecido,Sin Información,18/03/2023,21,Mujer,Colombia,Sin Información,Soltero (a),Educación inicial y educación preescolar,Otro,Colombia,Palmira,Valle Del Cauca
"233,186",Desaparecido,Sin Información,27/03/2023,1,Mujer,Colombia,Mestizo,No Aplica,Sin información,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"233,187",Desaparecido,Sin Información,28/03/2023,83,Hombre,Colombia,Sin Información,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Cali,Valle Del Cauca
