ID,Estado de la desaparición,Clasificación de la desaparición,Fecha de la desaparición,Edad al momento de la desaparición,Sexo del desaparecido,País de nacimiento del desaparecido,Ancestro racial del desaparecido,Estado civil del desaparecido,Escolaridad del desaparecido,Pertenencia grupal del desaparecido,País donde ocurre la desaparición,Municipio donde ocurre la desaparición DANE,Departamento donde ocurre la desaparición DANE,Contexto
"232,970",Aparecio Vivo,Sin Información,2023-03-19T00:00:00.000,50,Hombre,Colombia,Sin Información,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Otro,Colombia,Armenia,Quindio,Desaparición
"232,971",Desaparecido,Sin Información,2023-03-19T00:00:00.000,13,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Mosquera,Cundinamarca,Desaparición
"232,972",Desaparecido,Sin Información,2023-03-03T00:00:00.000,54,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,La Palma,Cundinamarca,Desaparición
"232,973",Desaparecido,Sin Información,2023-03-16T00:00:00.000,51,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,974",Desaparecido,Sin Información,2023-03-15T00:00:00.000,21,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,975",Desaparecido,Sin Información,2023-03-18T00:00:00.000,12,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Otro,Colombia,Soacha,Cundinamarca,Desaparición
"232,976",Aparecio Vivo,Sin Información,2023-03-19T00:00:00.000,31,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,977",Desaparecido,Sin Información,2023-03-19T00:00:00.000,38,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,978",Desaparecido,Sin Información,2023-02-10T00:00:00.000,14,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,San Pablo De Borbur,Boyacá,Desaparición
"232,979",Desaparecido,Sin Información,2023-03-19T00:00:00.000,9,Hombre,Colombia,Mestizo,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,980",Desaparecido,Sin Información,2023-01-04T00:00:00.000,33,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Montecristo,Bolívar,Desaparición
"232,981",Desaparecido,Sin Información,2023-03-20T00:00:00.000,66,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,982",Aparecio Vivo,Sin Información,2023-03-16T00:00:00.000,24,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,983",Desaparecido,Sin Información,2023-03-11T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,984",Desaparecido,Sin Información,2023-03-16T00:00:00.000,13,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,986",Desaparecido,Sin Información,2023-03-18T00:00:00.000,14,Mujer,Sin información,Mulato,Sin Información,Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
"232,987",Desaparecido,Sin Información,2023-03-16T00:00:00.000,12,Hombre,Venezuela,Mestizo,Soltero (a),Educación inicial y educación preescolar,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,988",Desaparecido,Sin Información,2023-02-18T00:00:00.000,33,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bucaramanga,Santander,Desaparición
"232,989",Desaparecido,Sin Información,2023-03-17T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Manizales,Caldas,Desaparición
"232,990",Desaparecido,Sin Información,2023-03-18T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Dosquebradas,Risaralda,Desaparición
"232,991",Desaparecido,Sin Información,2023-03-17T00:00:00.000,15,Mujer,Colombia,Blanco,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
"232,992",Aparecio Vivo,Sin Información,2023-02-11T00:00:00.000,43,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,993",Desaparecido,Desaparición Presuntamente Forzada,2023-03-07T00:00:00.000,35,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Buriticá,Antioquia,Desaparición
"232,994",Desaparecido,Sin Información,2023-03-18T00:00:00.000,15,Mujer,Colombia,Sin Información,Sin Información,Educación básica primaria,Ninguno,Colombia,Campoalegre,Huila,Desaparición
"232,995",Aparecio Vivo,Sin Información,2023-03-21T00:00:00.000,35,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"232,996",Desaparecido,Desaparición Presuntamente Forzada,2023-02-14T00:00:00.000,19,Hombre,Colombia,Negro,Soltero (a),Educación básica secundaria o secundaria baja,Persona en condición de desplazamiento,Colombia,Buenaventura,Valle Del Cauca,Desaparición
"232,997",Desaparecido,Sin Información,2023-03-19T00:00:00.000,15,Mujer,Colombia,Blanco,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Tuluá,Valle Del Cauca,Desaparición
"232,999",Aparecio Vivo,Sin Información,2023-01-13T00:00:00.000,12,Hombre,Sin información,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Anorí,Antioquia,Desaparición
"233,000",Desaparecido,Sin Información,2023-03-20T00:00:00.000,35,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Cúcuta,Norte De Santander,Desaparición
"233,001",Desaparecido,Sin Información,2023-03-09T00:00:00.000,17,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,002",Desaparecido,Sin Información,2023-03-11T00:00:00.000,21,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Santa Marta,Magdalena,Desaparición
"233,003",Desaparecido,Sin Información,2023-03-20T00:00:00.000,31,Mujer,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Personas que ejercen actividades políticas,Colombia,Medellín,Antioquia,Desaparición
"233,004",Aparecio Vivo,Sin Información,2023-03-18T00:00:00.000,57,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,005",Aparecio Vivo,Sin Información,2023-03-20T00:00:00.000,15,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,006",Desaparecido,Sin Información,2023-03-14T00:00:00.000,24,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,Itagui,Antioquia,Desaparición
"233,007",Desaparecido,Sin Información,2023-02-16T00:00:00.000,34,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,008",Aparecio Vivo,Sin Información,2023-03-04T00:00:00.000,25,Mujer,Venezuela,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,Fusagasugá,Cundinamarca,Desaparición
"233,009",Desaparecido,Sin Información,2023-03-15T00:00:00.000,29,Hombre,Venezuela,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Soledad,Atlántico,Desaparición
"233,010",Desaparecido,Sin Información,2023-03-21T00:00:00.000,80,Mujer,Colombia,Mestizo,Viudo (a),Sin escolaridad,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,011",Desaparecido,Sin Información,2023-03-18T00:00:00.000,36,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Persona habitante de la calle,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,012",Desaparecido,Sin Información,2023-03-19T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Santa Marta,Magdalena,Desaparición
"233,013",Desaparecido,Sin Información,2023-02-19T00:00:00.000,13,Mujer,Venezuela,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bucaramanga,Santander,Desaparición
"233,014",Aparecio Vivo,Sin Información,2023-03-18T00:00:00.000,23,Mujer,Venezuela,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Buenaventura,Valle Del Cauca,Desaparición
"233,015",Aparecio Vivo,Sin Información,2023-03-19T00:00:00.000,1,Hombre,Colombia,Negro,No Aplica,Sin escolaridad,Ninguno,Colombia,Buenaventura,Valle Del Cauca,Desaparición
"233,016",Desaparecido,Sin Información,2023-03-17T00:00:00.000,40,Hombre,Colombia,Mestizo,Casado (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Sincelejo,Sucre,Desaparición
"233,017",Aparecio Vivo,Sin Información,2023-03-22T00:00:00.000,25,Mujer,Colombia,Negro,Unión Libre,Sin escolaridad,Persona en condición de desplazamiento,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,018",Aparecio Vivo,Sin Información,2023-03-22T00:00:00.000,0.416,Mujer,Colombia,Negro,No Aplica,Sin información,Persona en condición de desplazamiento,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,019",Desaparecido,Sin Información,2023-03-06T00:00:00.000,16,Hombre,Colombia,Mestizo,Sin Información,Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"233,021",Desaparecido,Sin Información,2023-03-13T00:00:00.000,21,Mujer,Colombia,Mulato,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Cartagena,Bolívar,Desaparición
"233,022",Aparecio Vivo,Sin Información,2023-03-17T00:00:00.000,24,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,023",Desaparecido,Sin Información,2023-03-17T00:00:00.000,56,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Jerusalén,Cundinamarca,Desaparición
"233,024",Desaparecido,Sin Información,2023-03-19T00:00:00.000,28,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,025",Desaparecido,Sin Información,2023-02-15T00:00:00.000,32,Hombre,Venezuela,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Ipiales,Nariño,Desaparición
"233,027",Desaparecido,Sin Información,2023-03-19T00:00:00.000,26,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"233,028",Desaparecido,Desaparición Presuntamente Forzada,2023-03-15T00:00:00.000,32,Hombre,Colombia,Negro,Unión Libre,Educación media o secundaria alta,Grupos étnicos,Colombia,Quibdó,Chocó,Desaparición
"233,030",Desaparecido,Sin Información,2023-01-14T00:00:00.000,45,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,032",Aparecio Vivo,Sin Información,2023-03-21T00:00:00.000,12,Mujer,Colombia,Mestizo,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,033",Aparecio Vivo,Sin Información,2023-01-15T00:00:00.000,3,Hombre,Sin información,Sin Información,No Aplica,Sin información,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
"233,034",Desaparecido,Sin Información,2023-03-05T00:00:00.000,26,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,035",Desaparecido,Sin Información,2023-02-10T00:00:00.000,17,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Otro,Colombia,Cúcuta,Norte De Santander,Desaparición
"233,037",Aparecio Vivo,Sin Información,2023-03-12T00:00:00.000,19,Mujer,Sin información,Sin Información,Sin Información,Sin información,Sin información,Colombia,Valledupar,Cesar,Desaparición
"233,038",Desaparecido,Sin Información,2023-03-21T00:00:00.000,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,039",Desaparecido,Sin Información,2023-02-23T00:00:00.000,19,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Sin información,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,040",Desaparecido,Sin Información,2023-03-13T00:00:00.000,31,Mujer,Sin información,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Valledupar,Cesar,Desaparición
"233,041",Desaparecido,Sin Información,2023-03-20T00:00:00.000,16,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,042",Aparecio Vivo,Sin Información,2023-03-21T00:00:00.000,25,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Medellín,Antioquia,Desaparición
"233,043",Desaparecido,Sin Información,2023-02-28T00:00:00.000,52,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Sin información,Colombia,Manizales,Caldas,Desaparición
"233,044",Desaparecido,Sin Información,2023-03-21T00:00:00.000,12,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,045",Desaparecido,Sin Información,2023-03-21T00:00:00.000,13,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,047",Aparecio Vivo,Sin Información,2023-02-25T00:00:00.000,15,Mujer,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Paipa,Boyacá,Desaparición
"233,048",Desaparecido,Sin Información,2023-02-28T00:00:00.000,21,Mujer,Perú,Sin Información,Soltero (a),Sin información,Sin información,Perú,Desaparecidos en el extranjero,Desaparecidos en el extranjero,Desaparición
"233,049",Desaparecido,Desaparición Presuntamente Forzada,2023-01-20T00:00:00.000,63,Mujer,Colombia,Mestizo,Viudo (a),Educación media o secundaria alta,Ninguno,Colombia,Cartago,Valle Del Cauca,Desaparición
"233,050",Aparecio Muerto,Desaparición Presuntamente Forzada,2023-03-19T00:00:00.000,41,Hombre,Colombia,Mulato,Sin Información,Sin información,Ninguno,Colombia,Andalucía,Valle Del Cauca,Desaparición
"233,052",Aparecio Vivo,Sin Información,2023-03-19T00:00:00.000,25,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Múltiples factores,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,055",Desaparecido,Sin Información,2023-03-21T00:00:00.000,11,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Neira,Caldas,Desaparición
"233,056",Aparecio Vivo,Sin Información,2023-03-23T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,057",Desaparecido,Sin Información,2023-03-22T00:00:00.000,26,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,058",Desaparecido,Sin Información,2023-03-23T00:00:00.000,46,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,059",Desaparecido,Sin Información,2023-03-19T00:00:00.000,16,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Barranquilla,Atlántico,Desaparición
"233,060",Aparecio Vivo,Sin Información,2023-03-16T00:00:00.000,12,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Comunidad LGBT,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,061",Aparecio Vivo,Sin Información,2023-03-22T00:00:00.000,12,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,062",Desaparecido,Sin Información,2023-02-26T00:00:00.000,76,Hombre,Colombia,Mestizo,Unión Libre,Sin escolaridad,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
"233,063",Desaparecido,Desaparición Presuntamente Forzada,2023-02-15T00:00:00.000,18,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Barranquilla,Atlántico,Desaparición
"233,064",Desaparecido,Sin Información,2023-03-07T00:00:00.000,22,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,066",Desaparecido,Sin Información,2023-03-23T00:00:00.000,67,Hombre,Colombia,Mestizo,Casado (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Medellín,Antioquia,Desaparición
"233,067",Desaparecido,Sin Información,2023-03-20T00:00:00.000,72,Mujer,Colombia,Mestizo,Unión Libre,Sin información,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,068",Aparecio Vivo,Sin Información,2023-03-18T00:00:00.000,38,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Mosquera,Cundinamarca,Desaparición
"233,069",Desaparecido,Sin Información,2023-03-18T00:00:00.000,12,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,070",Desaparecido,Sin Información,2023-03-23T00:00:00.000,86,Hombre,Colombia,Mestizo,Viudo (a),Educación básica primaria,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,071",Aparecio Muerto,Sin Información,2023-03-20T00:00:00.000,38,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Pasca,Cundinamarca,Desaparición
"233,072",Desaparecido,Sin Información,2023-03-21T00:00:00.000,17,Mujer,Venezuela,Sin Información,Sin Información,Sin información,Sin información,Colombia,Chía,Cundinamarca,Desaparición
"233,074",Desaparecido,Sin Información,2023-03-05T00:00:00.000,69,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"233,075",Aparecio Vivo,Sin Información,2023-03-22T00:00:00.000,33,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Espinal,Tolima,Desaparición
"233,076",Aparecio Vivo,Sin Información,2023-03-22T00:00:00.000,2,Mujer,Colombia,Sin Información,No Aplica,Sin información,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Espinal,Tolima,Desaparición
